node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
69,70,Georgia,Georgia,0.660874031380516,0.660874031380516,0,2007.4738803166,2008.13475434798
69,134,Georgia,Georgia,0.382188394339552,0.382188394339552,0,2007.4738803166,2007.85606871094
134,25,Georgia,Georgia,0.0113833973046038,0.393571791644156,0.382188394339552,2007.85606871094,2007.86745210824
70,71,Georgia,Ukraine,3.57973386195076,4.24060789333127,0.660874031380516,2008.13475434798,2011.71448820993
134,135,Georgia,Ukraine,4.52729613334103,4.90948452768058,0.382188394339552,2007.85606871094,2012.38336484428
71,72,Ukraine,Ukraine,2.09440222492104,6.33501011825231,4.24060789333127,2011.71448820993,2013.80889043485
135,62,Ukraine,Lithuania,1.67142967627134,6.58091420395192,4.90948452768058,2012.38336484428,2014.05479452055
72,73,Ukraine,Ukraine,0.415259619950362,6.75026973820268,6.33501011825231,2013.80889043485,2014.2241500548
71,85,Ukraine,Ukraine,2.55221573919753,6.79282363252881,4.24060789333127,2011.71448820993,2014.26670394913
72,77,Ukraine,Ukraine,0.523583169906839,6.85859328815915,6.33501011825231,2013.80889043485,2014.33247360476
85,96,Ukraine,Ukraine,0.162266738189871,6.95509037071868,6.79282363252881,2014.26670394913,2014.42897068731
85,86,Ukraine,Poland,0.195885584164941,6.98870921669375,6.79282363252881,2014.26670394913,2014.46258953329
96,97,Ukraine,Ukraine,0.0981069076284484,7.05319727834712,6.95509037071868,2014.42897068731,2014.52707759494
73,74,Ukraine,Ukraine,0.414488820319546,7.16475855852222,6.75026973820268,2014.2241500548,2014.63863887512
77,79,Ukraine,Czechia,0.367410353608252,7.2260036417674,6.85859328815915,2014.33247360476,2014.69988395836
86,89,Poland,Poland,0.501038762127116,7.48974797882086,6.98870921669375,2014.46258953329,2014.96362829542
135,23,Ukraine,Poland,2.7015666625725,7.61105119025308,4.90948452768058,2012.38336484428,2015.08493150685
89,90,Poland,Poland,0.320804916478801,7.81055289529966,7.48974797882086,2014.96362829542,2015.2844332119
79,80,Czechia,Czechia,0.730857046096348,7.95686068786375,7.2260036417674,2014.69988395836,2015.43074100446
89,94,Poland,Poland,0.564349064248447,8.05409704306931,7.48974797882086,2014.96362829542,2015.52797735967
