node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
69,70,Georgia,Georgia,0.776425406107339,0.776425406107339,0,2004.95063315979,2005.7270585659
70,72,Georgia,Georgia,0.632303539416224,1.40872894552356,0.776425406107339,2005.7270585659,2006.35936210531
72,25,Georgia,Georgia,0.722000864810891,2.13072981033445,1.40872894552356,2006.35936210531,2007.08136297012
70,71,Georgia,Poland,6.67828332451363,7.45470873062097,0.776425406107339,2005.7270585659,2012.40534189041
71,62,Poland,Lithuania,1.64945263013667,9.10416136075764,7.45470873062097,2012.40534189041,2014.05479452055
72,73,Georgia,Poland,7.74675555284137,9.15548449836493,1.40872894552356,2006.35936210531,2014.10611765816
71,23,Poland,Poland,2.67958961643783,10.1342983470588,7.45470873062097,2012.40534189041,2015.08493150685
73,123,Poland,Poland,1.08285718242084,10.2383416807858,9.15548449836493,2014.10611765816,2015.18897484058
73,74,Poland,Poland,1.21977881002623,10.3752633083912,9.15548449836493,2014.10611765816,2015.32589646818
74,88,Poland,Poland,0.0452505412817734,10.4205138496729,10.3752633083912,2015.32589646818,2015.37114700946
88,89,Poland,Poland,0.436360065482751,10.8568739151557,10.4205138496729,2015.37114700946,2015.80750707495
123,124,Poland,Poland,0.717497395362218,10.955839076148,10.2383416807858,2015.18897484058,2015.90647223594
124,125,Poland,Poland,0.0993498684657235,11.0551889446137,10.955839076148,2015.90647223594,2016.0058221044
88,96,Poland,Poland,0.696913265685824,11.1174271153588,10.4205138496729,2015.37114700946,2016.06806027515
123,132,Poland,Ukraine,0.992920114841878,11.2312617956277,10.2383416807858,2015.18897484058,2016.18189495542
89,90,Poland,Poland,0.381849321049072,11.2387232362048,10.8568739151557,2015.80750707495,2016.189356396
89,93,Poland,Poland,0.480718257080184,11.3375921722359,10.8568739151557,2015.80750707495,2016.28822533203
93,94,Poland,Poland,0.0748588373597983,11.4124510095957,11.3375921722359,2016.28822533203,2016.36308416939
90,91,Poland,Poland,0.176989007818903,11.4157122440237,11.2387232362048,2016.189356396,2016.36634540381
90,92,Poland,Poland,0.250732859386575,11.4894560955913,11.2387232362048,2016.189356396,2016.44008925538
96,100,Poland,Poland,0.408093847584399,11.5255209629432,11.1174271153588,2016.06806027515,2016.47615412273
94,95,Poland,Poland,0.170952186488235,11.5834031960839,11.4124510095957,2016.36308416939,2016.53403635587
74,75,Poland,Kaliningrad,1.25675320508058,11.6320165134717,10.3752633083912,2015.32589646818,2016.58264967326
92,63,Poland,Poland,0.163735881230177,11.6531919768215,11.4894560955913,2016.44008925538,2016.60382513661
92,59,Poland,Poland,0.16646812166753,11.6559242172589,11.4894560955913,2016.44008925538,2016.60655737705
124,129,Poland,Poland,0.744288126423898,11.7001272025719,10.955839076148,2015.90647223594,2016.65076036236
96,97,Poland,Poland,0.616772033787752,11.7341991491465,11.1174271153588,2016.06806027515,2016.68483230894
91,49,Poland,Poland,0.376823995093103,11.7925362391168,11.4157122440237,2016.36634540381,2016.74316939891
132,133,Ukraine,Czechia,0.666742923788745,11.8980047194164,11.2312617956277,2016.18189495542,2016.84863787921
75,76,Kaliningrad,Kaliningrad,0.354804368678665,11.9868208821504,11.6320165134717,2016.58264967326,2016.93745404194
76,77,Kaliningrad,Kaliningrad,0.080467775873724,12.0672886580241,11.9868208821504,2016.93745404194,2017.01792181781
93,61,Poland,Poland,0.79122672276821,12.1288188950041,11.3375921722359,2016.28822533203,2017.07945205479
94,37,Poland,Poland,0.749244597737155,12.1616956073328,11.4124510095957,2016.36308416939,2017.11232876712
75,82,Kaliningrad,Kaliningrad,0.533517491624005,12.1655340050957,11.6320165134717,2016.58264967326,2017.11616716489
125,38,Poland,Moldova,1.12074017137474,12.1759291159885,11.0551889446137,2016.0058221044,2017.12656227578
95,36,Poland,Poland,0.616648575632605,12.2000517717165,11.5834031960839,2016.53403635587,2017.15068493151
129,130,Poland,Ukraine,0.657420475000772,12.3575476775727,11.7001272025719,2016.65076036236,2017.30818083736
100,8,Poland,Poland,0.850459779560824,12.375980742504,11.5255209629432,2016.47615412273,2017.32661390229
132,56,Ukraine,Ukraine,1.35509134595171,12.5863531415794,11.2312617956277,2016.18189495542,2017.53698630137
97,45,Poland,Ukraine,0.937085499282291,12.6712846484288,11.7341991491465,2016.68483230894,2017.62191780822
97,98,Poland,Poland,0.973942895875262,12.7081420450218,11.7341991491465,2016.68483230894,2017.65877520481
133,7,Czechia,Czechia,0.823006563768546,12.7210112831849,11.8980047194164,2016.84863787921,2017.67164444298
129,131,Poland,Lithuania,1.13212248428693,12.8322496868588,11.7001272025719,2016.65076036236,2017.78288284665
130,51,Ukraine,Ukraine,0.521956148938259,12.8795038265109,12.3575476775727,2017.30818083736,2017.8301369863
77,12,Kaliningrad,Kaliningrad,0.83139325067852,12.8986819087027,12.0672886580241,2017.01792181781,2017.84931506849
98,99,Poland,Lithuania,0.205753405222499,12.9138954502443,12.7081420450218,2017.65877520481,2017.86452861003
133,134,Czechia,Hungary,1.02513461813721,12.9231393375536,11.8980047194164,2016.84863787921,2017.87377249734
125,126,Poland,Belgium,1.93983389434361,12.9950228389573,11.0551889446137,2016.0058221044,2017.94565599875
98,48,Poland,Poland,0.315159027129986,13.0233010721518,12.7081420450218,2017.65877520481,2017.97393423194
91,30,Poland,Poland,1.64605879920527,13.0617710432289,11.4157122440237,2016.36634540381,2018.01240420302
82,84,Kaliningrad,Kaliningrad,0.910256818716847,13.0757908238126,12.1655340050957,2017.11616716489,2018.0264239836
131,27,Lithuania,Lithuania,0.258213043761806,13.0904627306206,12.8322496868588,2017.78288284665,2018.04109589041
134,135,Hungary,Hungary,0.246123974520299,13.1692633120739,12.9231393375536,2017.87377249734,2018.11989647186
126,127,Belgium,Belgium,0.200504345948669,13.195527184906,12.9950228389573,2017.94565599875,2018.1461603447
82,83,Kaliningrad,Kaliningrad,1.04109925773508,13.2066332628308,12.1655340050957,2017.11616716489,2018.15726642262
130,9,Ukraine,Ukraine,0.864421902362936,13.2219695799356,12.3575476775727,2017.30818083736,2018.17260273973
84,85,Kaliningrad,Kaliningrad,0.165734212041516,13.2415250358541,13.0757908238126,2018.0264239836,2018.19215819564
134,65,Hungary,Hungary,0.435816543751911,13.3589558813055,12.9231393375536,2017.87377249734,2018.3095890411
85,86,Kaliningrad,Kaliningrad,0.117794743593627,13.3593197794477,13.2415250358541,2018.19215819564,2018.30995293924
86,57,Kaliningrad,Kaliningrad,0.169499115556436,13.5288188950042,13.3593197794477,2018.30995293924,2018.47945205479
76,66,Kaliningrad,Kaliningrad,1.56391582107285,13.5507367032233,11.9868208821504,2016.93745404194,2018.50136986301
83,68,Kaliningrad,Kaliningrad,0.355062344502086,13.5616956073329,13.2066332628308,2018.15726642262,2018.51232876712
86,28,Kaliningrad,Kaliningrad,0.205115553912537,13.5644353333603,13.3593197794477,2018.30995293924,2018.51506849315
77,78,Kaliningrad,Lithuania,1.53895749485138,13.6062461528755,12.0672886580241,2017.01792181781,2018.55687931267
84,87,Kaliningrad,Kaliningrad,0.53146410022478,13.6072549240374,13.0757908238126,2018.0264239836,2018.55788808383
85,44,Kaliningrad,Kaliningrad,0.383184270108936,13.624709305963,13.2415250358541,2018.19215819564,2018.57534246575
83,31,Kaliningrad,Kaliningrad,0.439993851351302,13.6466271141821,13.2066332628308,2018.15726642262,2018.59726027397
87,10,Kaliningrad,Kaliningrad,0.0393721901447592,13.6466271141821,13.6072549240374,2018.55788808383,2018.59726027397
127,60,Belgium,Belgium,0.519593079961208,13.7151202648672,13.195527184906,2018.1461603447,2018.66575342466
127,50,Belgium,Belgium,0.544250614207652,13.7397777991137,13.195527184906,2018.1461603447,2018.6904109589
78,43,Lithuania,Lithuania,0.465038495553154,14.0712846484287,13.6062461528755,2018.55687931267,2019.02191780822
99,18,Lithuania,Lithuania,1.20944399270509,14.1233394429494,12.9138954502443,2017.86452861003,2019.07397260274
78,79,Lithuania,Lithuania,0.568947475158399,14.1751936280339,13.6062461528755,2018.55687931267,2019.12582678782
69,11,Georgia,Karbardino-Balkaria,14.279503826511,14.279503826511,0,2004.95063315979,2019.2301369863
79,80,Lithuania,Lithuania,0.217438924930051,14.392632552964,14.1751936280339,2019.12582678782,2019.34326571275
87,6,Kaliningrad,Kaliningrad,0.803755751788613,14.411010675826,13.6072549240374,2018.55788808383,2019.36164383562
80,81,Lithuania,Lithuania,0.0248018836796606,14.4174344366436,14.392632552964,2019.34326571275,2019.36806759643
99,1,Lithuania,Lithuania,1.59300563654059,14.5069010867849,12.9138954502443,2017.86452861003,2019.45753424658
131,24,Lithuania,Lithuania,1.73218564650146,14.5644353333603,12.8322496868588,2017.78288284665,2019.51506849315
79,2,Lithuania,Lithuania,0.400200609436019,14.5753942374699,14.1751936280339,2019.12582678782,2019.52602739726
80,67,Lithuania,Lithuania,0.182761684505968,14.5753942374699,14.392632552964,2019.34326571275,2019.52602739726
81,20,Lithuania,Lithuania,0.177137883018036,14.5945723196617,14.4174344366436,2019.36806759643,2019.54520547945
81,5,Lithuania,Lithuania,0.223713225483794,14.6411476621274,14.4174344366436,2019.36806759643,2019.59178082192
135,4,Hungary,Primorsky,1.53489804868365,14.7041613607575,13.1692633120739,2018.11989647186,2019.65479452055
135,55,Hungary,Armur,1.537637774711,14.7069010867849,13.1692633120739,2018.11989647186,2019.65753424658
95,46,Poland,Poland,3.31253898659139,14.8959421826753,11.5834031960839,2016.53403635587,2019.84657534247
100,101,Poland,Germany,3.53809199852111,15.0636129614643,11.5255209629432,2016.47615412273,2020.01424612125
101,102,Germany,Germany,0.428824330292288,15.4924372917566,15.0636129614643,2020.01424612125,2020.44307045155
102,109,Germany,Germany,0.057249985036754,15.5496872767933,15.4924372917566,2020.44307045155,2020.50032043658
102,103,Germany,Germany,0.154971800508452,15.647409092265,15.4924372917566,2020.44307045155,2020.59804225206
109,118,Germany,Germany,0.105634656674338,15.6553219334677,15.5496872767933,2020.50032043658,2020.60595509326
