# BEAST v1.10.5 Prerelease #23570d1
# Generated Sat Aug 26 10:41:47 CEST 2023 [seed=1693039304951]
# -overwrite ASFV_1_wo_4_tips.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.halfDF	age(FR682468)	age(MT847622)	age(MT847621)	age(MT847620)	age(LR722600)	age(LR722599)	age(OP605386)	treeLikelihood	branchRates	location.traitLikelihood	skygrid
0	-4207233.3391385665	-4808.527762515044	-4202424.811376051	157.86790934531209	1864.132090654688	1044.0043533242933	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	1.0182415858014133	0.342494738052067	0.05906229975873811	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	45.28691335965038	0.5	14.5	4.5	3.5	4.5	4.5	4.5	-0.5	-4076720.406227171	-656.3105331934221	-125704.4051488798	-2910.0476303831683
100000	-259389.33336812517	-1129.2697784747008	-258260.06358965047	367.51008433698007	1654.48991566302	2400.2483065605757	1.9073377306886792	0.4101585051873657	0.4366911629164918	1.6658630283624438	3.5086736409579276	4.223178243894773	4.419902398827134	5.865272684518255	6.787421897226362	7.05534290142154	7.2101605126977235	7.640622000964763	7.576468932878554	8.413415866782548	7.581047360298116	8.166205193492054	9.572710837919997	9.635581794612602	10.185535185542378	9.375382006900438	8.542302818803426	8.69832073315507	8.300124751975854	7.96378506083514	7.139704372743055	6.710463068795969	6.561211065745499	6.45542327144798	5.954781286548029	6.371540704317422	5.979947622750265	30.0	0.9523562456367913	1.2315761057672856	0.9238326500338092	0.9178659779842381	1.0184926830900751	0.955876337487802	0.3069189782951673	0.19324666963041834	0.19144580483055124	0.30838854724386294	0.004218537358342049	1.0206829461282816E-4	0.02938310297267637	2.818786676711642E-7	3.9342002694396565	0.009557741008593102	0.006841294988865065	0.0018259374522531428	0.0018259374522531428	0.0025418187173910835	-0.437869254093038	180.84435034861218	-129.91110265678068	-129.91110265678068	486.74185115545436	10.793734580357087	1.9768871894175495	14.908750563446516	4.148498324944801	3.886946944977073	4.077362219832814	4.031371603754982	4.527913842142501	0.0	-258071.39327311853	-656.3105331934221	-188.67031653193794	-342.64736659015256
200000	-259333.35966759615	-1147.9666499709163	-258185.39301762523	771.0082181740478	1250.9917818259523	3319.32794379949	0.23865744148657428	1.0425466816995668	-0.19223946168017975	2.5873394004876213	3.368008171665277	6.547363639009848	3.4729384093324374	5.322507516884313	8.695102924280755	9.82593582721322	10.655376123466096	14.291733687577388	12.330599242554928	10.691556372434125	11.315125843661045	11.946607715057478	11.26968654066163	13.57807965583266	12.075698426127913	14.646725203343522	13.428183596294463	8.661616952193171	11.567094004931901	9.560303241046162	11.411364235750824	13.297455287014508	11.849509036167294	10.684750841496857	8.570691408574236	6.441549946821207	5.551816314624712	30.0	0.9193869809182574	1.3239125302695234	0.8502994788170013	0.9577657810430891	1.167210429266967	0.7814247996851651	0.3081002593565251	0.19101920019389543	0.19043211010441805	0.3104484303451613	0.04905691736235574	9.675188480893602E-5	0.03791740199394592	2.144742977547561E-7	4.867204105706514	-0.02028707695766536	0.006267913482730634	4.7270212482496474E-4	4.7270212482496474E-4	0.0024316414016835207	-0.12108108202289675	161.9165234487816	-31.475975292047515	-31.47597529204751	417.3636621332605	7.169655225179798	1.394556982069175	14.970261197472631	4.520659868869868	3.522704236115638	4.597129634209353	4.233737743304487	4.794454337531446	0.0	-258023.31231731162	-656.3105331934221	-162.08070031360808	-360.97311670667966
300000	-259338.25748439654	-1161.9850345941472	-258176.2724498024	1148.6632270596133	873.3367729403867	4198.030118141905	0.5501226184678426	0.7930810521177446	0.04386110938791005	2.6542648677213982	4.321028293034327	4.523311032955269	4.197229158954109	7.765375993452711	6.680646330510625	6.623314197368484	6.652182527122972	8.587560184544847	6.83028452767144	8.237867333289344	7.101735386696009	10.232122530155715	11.306798901660178	12.928695337031343	14.271634016429905	14.234305984279993	12.624599105863698	13.42748784024068	14.600040062751757	13.818319847619694	12.91700139798396	12.867271387467422	11.194460180214465	8.39572633544406	7.255152088354963	6.666398423626315	6.115018555248594	30.0	0.9064503278691681	1.4428012296370083	0.6611035229784565	1.0720529209978653	1.1462213862785284	0.7713706122389763	0.30968977944038295	0.19249512555824605	0.19110822305873984	0.30670687194263124	0.053818964021245336	6.969529669560876E-5	0.016325925945818182	1.928776173913504E-7	4.4101551417556255	0.2264797230006083	0.009153680311641032	0.0017957553597911134	0.0017957553597911134	0.0026756047612775742	-0.36285935218414755	125.81079530147223	-84.43900730477259	-84.43900730477259	430.4192519799127	5.615170381729974	1.2920135500369372	14.81972794062852	4.292815023115327	3.973729737378817	4.105331559715844	4.155028369073234	4.465669980657582	0.0	-258010.89091143984	-656.3105331934221	-165.3815383625623	-370.08339424550894
400000	-259315.1868350175	-1149.8629394968102	-258165.32389552068	265.61532609839696	1756.384673901603	2061.635926300313	0.832287862380385	0.8678202622869177	0.9688502562979647	2.965654485311372	4.524256563220962	5.240794966829216	5.380050418376764	7.239501165830113	8.522039819089123	9.537282634221707	10.612320113375121	8.720204231302239	7.400164784593398	6.483860823878793	7.496016694958371	8.446371374396783	8.205350133313303	7.045193225250035	8.715557904036407	8.729953698505769	8.616837339366715	7.738314585589294	7.726708640544949	7.968608500316638	7.5815299302432475	8.061237788294461	8.821658918770735	8.618448743068008	7.9777247004987055	6.995592306107457	5.713292510392392	30.0	0.8375240586709884	1.50364328025443	0.6836989304269036	1.0647514125137048	1.1582792495474823	0.7521030685864936	0.30830350733571277	0.19108783985244382	0.19306596850381091	0.3075426843080327	0.13801597356008094	8.25502712262814E-5	0.014905905706670969	3.179797052547291E-7	4.769260550942423	-0.04318647675962433	0.018615369231495597	0.0012587020672321404	0.0012587020672321404	0.009690698710736245	-0.09371509988704615	54.19502151575952	-7.039263901580346	-7.039263901580345	104.10604706005395	12.045760944599827	0.9479296759635988	14.867705457322252	4.3333782337563695	3.5146170815785283	4.469814890838757	4.574519343602133	4.283518874899901	0.0	-258023.69060595322	-656.3105331934221	-141.6332895674687	-355.62051009488846
500000	-259260.6429232712	-1156.6794864800438	-258103.96343679115	897.8456095390761	1124.1543904609239	3100.5482282908415	0.7533301127068259	1.4475818443244686	1.1739012897138097	3.5243539938243216	4.070682094724283	4.092714355165011	4.848099291061731	4.80816082057452	7.445175272779421	6.53766961374881	6.526993545699214	7.984437773218856	8.25816223172989	7.90945587065694	7.0537050972114494	7.1274341053320915	6.896128593522992	7.492706061187798	7.548859892805609	7.200745579853562	8.062134310933173	9.218731844827882	9.053527496671231	7.608368093118156	6.947036533783532	8.111040488154915	7.393447203896589	6.666310645727778	7.298745596941465	6.22615121854849	5.3168406299507485	30.0	0.7083096327912165	1.6102678431686683	0.6636256851743532	1.0068376729756494	1.233102020057401	0.7778571458327127	0.3083257670192799	0.19378560876618703	0.19035516844420794	0.3075334557703254	0.08278583267728026	4.724850764181541E-5	0.006414837903153468	2.4077675524805656E-7	7.620235230980851	-0.007779223477098511	0.013403744586917517	0.005572069491916469	0.005572069491916469	0.008822437374953467	-0.5124000461016864	101.16808248920245	-63.895674407861364	-63.89567440786136	153.70255184618122	7.400014226165146	0.693465877229455	14.126514725603512	4.260442493115471	3.6132873838846105	4.18547437720094	4.931920825985987	4.211421688952843	0.0	-257959.1762845192	-656.3105331934221	-144.7871522719644	-361.6392725424546
600000	-259214.69903431655	-1142.1163625606157	-258072.58267175592	216.61185888913812	1805.3881411108619	1553.8234151438821	0.8616650774715424	0.6667178947718263	1.1349765944378003	2.7593931414804573	4.823883809121489	5.252440613334277	6.297597568935352	6.000672116095241	6.74527445638885	6.354009323048259	5.585367654352218	7.416794614447996	8.596374882526781	7.700576247165269	6.43725760072886	4.573480177074005	5.675962755033383	5.603215835309216	4.2268824068213435	5.332775096310428	4.987589016478395	5.630623504752438	6.5689237044415005	7.978624798865072	8.038782035337869	7.0151796541816935	6.688202774592684	5.498031941719226	5.212081337662694	5.015534338347444	5.078881194204361	30.0	0.753127083301374	1.603836743603105	0.6508945814183195	0.953356281916709	1.259944239101999	0.778841070658497	0.308240924926952	0.19134790300775728	0.19172148930601585	0.3086896827592753	0.03179678373804876	2.9313260952652064E-5	0.003922599875120898	4.279965588685227E-7	5.177606797070107	-0.0479161798143803	0.048812945226267945	-0.003690608588132699	-0.003690608588132699	0.024239484469827884	0.10729235856590699	20.724947181023037	3.1554989608004362	3.1554989608004362	41.73544667683922	13.72141022491614	0.7428134852545009	14.507971937462477	4.021152985299641	3.583637629114034	4.390645531896945	4.339300891995583	4.769154843056078	0.0	-257945.31999732304	-656.3105331934221	-127.26267443287523	-354.2921517187692
700000	-259246.84865976378	-1152.559199068836	-258094.28946069494	184.15169057706555	1837.8483094229346	1362.4703776533192	0.8094844498315781	1.4398832363025935	0.664072742186856	2.3808356047596044	4.63169729198635	6.508936334300396	4.910641705984401	4.447077690774685	5.584224942412818	6.007615768451276	7.140375512526306	7.487252508040961	8.129005777577891	7.0618263543769455	8.469593027776831	7.302030965355253	9.757639774736413	8.539081893934867	7.625917516147611	8.464792259441163	6.481828751542146	5.6358027045398185	4.4637864803806115	5.429121804571374	6.355747489007545	6.979915234804734	7.0184965716878605	6.734308363505422	7.251741287160131	6.041480202373759	4.62095849413339	30.0	0.7676924132097149	1.7352295062257732	0.5320688972290546	0.9967619036881848	1.1781927294351155	0.7900545502121612	0.307616312227197	0.1919898988905017	0.19092414530067636	0.3094696435816256	0.08310161066897558	4.311927525456288E-5	0.008608458160121424	4.84367340824446E-7	3.411071598873577	-0.016077460394884925	0.03737004052560141	0.009945564895400676	0.009945564895400676	0.01713220864495062	-0.3930619403496529	31.649119501301605	-18.37290091463239	-18.37290091463239	69.03540009780518	17.04355400159382	0.5399302313569403	14.926077981246927	4.523538832801965	3.490277194895735	4.2967425433726465	4.012337325090928	4.616845182605678	0.0	-257949.64149700454	-656.3105331934221	-144.64796369039394	-348.7514030027059
800000	-259198.8407056659	-1098.9348719117984	-258099.9058337541	73.21740849489517	1948.7825915051048	726.510285445011	0.6174776745494188	1.2733319032467894	0.21808394187725785	2.1648228974426345	4.308926397737101	4.70897383044283	5.551651583502314	5.71802627441709	5.558114272248566	5.493352894723765	6.293357006876941	6.5355880534284	5.491820155781694	6.165976286565253	4.6523956246456155	4.28538230265772	4.713124536244789	5.0293023343219625	5.94218826976852	4.883485817453165	6.599594952480545	5.8587958616477	5.23707467092302	7.448563420490386	4.926885926201554	6.473630051920636	7.430403879256522	6.513733178643672	6.446731280524603	4.763550903015943	4.006897647097381	30.0	0.747332191732319	1.7080537810417031	0.4463028741056569	1.0321906104072243	1.3476450360127556	0.7184755067003454	0.3064903042441645	0.19380578924468733	0.19059922942580404	0.3091046770853448	0.05789468543265321	4.105147797235953E-5	0.003748747107667514	9.634814005584501E-7	3.2135998514191537	0.07025060320917975	0.041408455912152635	0.007582702492065122	0.007582702492065122	0.036509049132156156	-0.1950200383816283	25.10444972813613	-5.214038109466894	-5.214038109466894	28.473392884143408	30.133716233091704	0.7373804080965926	14.089290932576125	4.543819239362118	3.3317181159874827	4.065561943697536	4.585604061262968	4.94162341507619	0.0	-257954.97151489375	-656.3105331934221	-144.934318860367	-319.3835291302688
900000	-259183.04844974054	-1097.9072035561276	-258085.14124618442	76.4473055466903	1945.5526944533096	812.8294407377173	0.552102793183098	0.4525512278184463	0.6956864903294444	2.340294710617576	3.143908066305545	4.433177002801484	5.579680979667459	7.54432813886356	6.979199047161434	6.246172655986096	5.364196146488815	5.175999387244298	4.908918317317449	4.687978259017801	3.717560775475314	4.66275332668881	4.499828939048036	5.595363681123719	7.9440812314448515	9.431558192505385	10.351435367773544	9.994406486652124	11.497559749785246	8.941856216277639	7.570273362443645	7.176345092215665	4.703120110677444	4.1926127645544	5.576602785480093	3.5017432715399304	4.632910462819308	30.0	0.7229077618623202	1.8083235801023776	0.4531038660621938	1.0000511512080075	1.4263907489847523	0.5892228917803559	0.3078680329119298	0.19226489597236412	0.19046670684554554	0.30940036427016143	0.04465393114526245	3.431749046870629E-5	0.0011396433974398617	9.78584360863698E-7	2.9624796035148924	-0.09946428177370224	0.07417828841328866	-0.005663829934433582	-0.005663829934433582	0.029952768516434015	0.12015817272935714	13.678523964332527	2.586499923890077	2.586499923890077	33.874982045069956	27.25672080303265	0.6543434446877505	14.135493353648748	4.101008571550882	3.13594736367682	4.468674210172299	4.3495956931515245	4.389812129468696	0.0	-257935.82122063873	-656.3105331934221	-149.320025545689	-322.7281185881942
