node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
100,101,Africa,Africa,2.18060144640516,2.18060144640516,0,1996.22842909005,1998.40903053646
101,95,Africa,Africa,0.0410261555141602,2.22162760191932,2.18060144640516,1998.40903053646,1998.45005669197
101,102,Africa,Africa,0.375265101485372,2.55586654789053,2.18060144640516,1998.40903053646,1998.78429563794
100,105,Africa,Africa,3.56678927100116,3.56678927100116,0,1996.22842909005,1999.79521836105
105,106,Africa,Africa,1.55541071709593,5.12219998809709,3.56678927100116,1999.79521836105,2001.35062907815
106,107,Africa,Africa,1.35285949309262,6.47505948118971,5.12219998809709,2001.35062907815,2002.70348857124
107,108,Africa,Africa,0.232695941127211,6.70775542231693,6.47505948118971,2002.70348857124,2002.93618451237
108,93,Africa,Africa,2.15128036169622,8.85903578401314,6.70775542231693,2002.93618451237,2005.08746487407
108,109,Africa,Poland,3.15117067453104,9.85892609684796,6.70775542231693,2002.93618451237,2006.0873551869
109,110,Poland,Poland,0.78508054217215,10.6440066390201,9.85892609684796,2006.0873551869,2006.87243572907
102,96,Africa,Africa,8.28829999757085,10.8441665454614,2.55586654789053,1998.78429563794,2007.07259563551
109,114,Poland,Poland,1.01996408216984,10.8788901790178,9.85892609684796,2006.0873551869,2007.10731926907
114,91,Poland,Georgia,0.877769990287019,11.7566601693048,10.8788901790178,2007.10731926907,2007.98508925936
110,111,Poland,Poland,1.67646357657901,12.3204702155991,10.6440066390201,2006.87243572907,2008.54889930565
105,94,Africa,Africa,11.3053154165623,14.8721046875635,3.56678927100116,1999.79521836105,2011.10053377762
114,115,Poland,Poland,4.49623455649244,15.3751247355102,10.8788901790178,2007.10731926907,2011.60355382556
111,112,Poland,Poland,3.77134166605462,16.0918118816537,12.3204702155991,2008.54889930565,2012.32024097171
112,113,Poland,Lithuania,1.090832188707,17.1826440703607,16.0918118816537,2012.32024097171,2013.41107316041
