time	distance_tree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006.15436156565	0	0	1850.26022658	1944.74305010858	0	0	1.36891673757418	0	0	0	0	1916.59304887849	3.53096858289139	0	7.45970221563933	0	0	30.6581430017045	882.082856125771	1373.30665717274	0	0	0	1800.35288141642	0	0	0	0	0	179.234192526287	1960.67127646225	0	0	7.85645350325931	0	0	0	0	0	0	0	0	0	0	1367.56591499569
2006.36014907779	0	0	1851.56305959413	1948.06849369682	0	0	4.82619130251739	0	0	0	0	1920.53820773758	390.568580307774	0	9.78090452550613	151.507631674343	0	32.1912570990877	938.497421163014	1730.38242276887	0	0	0	1804.47751432335	0	0	0	0	0	298.414253551684	1962.26089010575	0	0	9.0522501308179	0	0	0	0	0	0	0	0	0	0	1712.37622346711
2006.56593658992	0	0	1852.86580348638	1951.39470314214	0	0	8.28281716814081	0	1.15222428062296	0	0	1924.48350351516	1875.05979575588	0	12.1024098602163	597.084906902535	0	33.7242388031196	994.718916182906	1903.50420631518	0	29.1285515494146	88.8080202544829	1808.60076075718	0	0	0	0	0	416.970148758867	1963.85057030815	0	0	10.2481007770107	0	0	0	0	0	0	0	0	0	0	1908.53501687313
2006.77172410205	0	0	1854.16845823906	1954.72167800792	0	0	11.73879392648	0	7.66011573240191	20.8401041099417	0	1928.42893548243	1881.11779094328	0	14.424218034653	1030.38926118479	0	35.257088077297	1050.74532155015	1907.88002809537	0	59.7853416861776	220.375342085152	1812.72261967583	5.91542360709973	0	0	0	0	534.888283865529	1965.44031705573	0	0	11.4440054298707	0	0	0	0	0	0	0	0	0	24.0465427186271	1909.05426459872
2006.97751161419	0	0	1855.47102383302	1958.04941785763	0	0	15.194121170568	0	14.1680190175302	56.1275243516723	0	1932.37450291316	1887.17281476224	0	16.7463288616592	1450.40913426837	0	36.7898048845774	1106.57460449357	1912.25669479475	0	179.275249501691	350.881133586063	1816.84309003488	22.7946884567012	0	0	0	0	652.154888777493	1967.03013033435	2.37092392051042	0	12.6399640781071	0	0	0	0	5.14911159582929	15.74001329505	0	0	0	76.2949703183427	1909.5735124577
2007.18329912632	68.5162797526338	1.12817711548672	1856.77350024985	1961.37792225491	1.72660451746073	3.01763814006578	118.620298691211	0	20.6759341231769	56.1275243516723	0	1936.32020508239	1893.22486394124	0	588.332621310568	1856.07895898044	0	38.3223891878367	1162.20471908968	1916.63420528049	1242.03038121579	429.214562499875	480.299957337592	1820.96217079069	39.6739403872331	0	0	10.9188288339824	46.3734161202034	768.756015619455	1968.62001013069	2.37092392051042	0	1792.74494936417	0	0	0	0	17.1014053859949	614.53704834626	1557.62928149925	42.7019727394176	0	128.579740804542	1910.09276042908
2007.38908663846	68.5162797526338	1.85783022505743	1858.07588747104	1964.70719076319	223.289836641613	7.51827259694436	293.573641689368	0	27.183861035424	123.612271798485	0	1940.26604126448	1905.36671134894	60.9999731167367	1392.49320599389	2246.2804466822	4.70057416096124	39.8548409514669	1217.63360625184	1921.01255841738	1874.85252884678	675.476450793061	608.605971933476	1825.07986089914	56.5531793608775	254.685779488843	1.76458839337366	32.4034559151856	134.91654426484	884.677536960195	1970.20995643057	2.37092392051042	0	1801.22196513751	0.476832802264125	259.720517318553	0	0	29.0517117562672	1709.76600198266	1887.42510499963	110.552057730214	205.886428960792	128.579740804542	1910.6120085274
2007.59487415059	68.5162797526338	3.09144115155334	1859.37818547824	1968.03722294633	478.931798172325	12.0183378342251	466.735559912494	0	224.264255970306	517.428328052303	0	1944.21201073306	1917.95655909881	60.9999731167367	1882.7279922622	2297.35972694852	282.274285140941	92.9969107945152	1272.85919372347	1925.39175306977	1875.83186278824	917.891189361839	735.772931622228	1829.19615931505	73.4324053398536	784.110796999614	4.12833697393555	159.036860350532	347.694615756927	999.905144240393	1971.79996922055	2.37092392051042	151.613456393263	1809.69689714569	1.33617879151017	781.175196851361	192.853187872123	0	41.0000264755912	1962.17103430282	1894.50032922327	472.456725226357	1293.78447113041	128.579740804542	1911.13125675873
2007.80066166273	68.5162797526338	4.32507761591781	1860.68039425371	1971.36801836841	730.558527532552	16.5178333834716	638.048569641906	0	419.252525571373	901.845418081032	0	1948.15811276248	1930.55048451077	60.9999731167367	1883.70815448686	2302.41156482807	654.605183940218	210.599706910677	1327.8793960772	1929.77178810431	1876.81122910944	1156.28402898869	861.774186685541	1833.31106499377	90.3116182867712	1295.60940909434	6.49195260344328	1151.38458804088	567.864649654946	1114.42434642006	1973.39004848612	2.37092392051042	544.711013523751	1818.1697428817	2.19548542418103	1284.44482092909	640.844534365	0	52.9463453099012	1965.81385672411	1901.57568590123	885.342558800025	2191.63271740975	128.579740804542	1911.65050511368
2008.00644917486	68.5162797526338	5.55873961173553	1861.98251377802	1974.69957659347	977.980798659461	21.0167587772464	807.453946860339	0.576694420511138	612.033713979031	1276.17835880796	9.5489006849248	1952.10434662669	1943.14848081295	60.9999731167367	1884.68834379042	2307.46375418172	1018.44327253693	327.418852935777	1382.69211471827	1934.15266238577	1877.79062780325	1390.47519568999	986.582684601518	1837.42457688965	107.190818163761	1787.4166289057	8.85543520257254	1966.56028355915	785.056326922891	1228.22046885519	1974.98019421382	220.641765177254	928.567556873158	1826.64049983499	3.05475268167101	1767.78312476384	1075.97700336547	16.419414669537	64.8906640239243	1969.45667876715	1908.65117492404	1286.33980003486	2194.59662765412	128.579740804542	1912.16975359776
2008.212236687	68.5162797526338	6.79242713071954	1863.28454403278	1978.03189718548	1221.00354257992	25.5151135463851	974.891722930463	1.19329865652837	802.528231358124	1639.71124711098	20.8931736251684	1956.05071160003	1955.75054123571	80.0939956141311	1885.66856016411	2312.516294788	1373.20171025734	443.437416065393	1437.29523789428	1938.53437478007	1878.77005886614	1620.27992693033	1110.17097205174	1841.53669395672	124.070004933	1958.59371890861	11.2187846943941	1969.23960052985	999.149765020518	1341.27865242186	1976.57040639032	492.530663895334	1302.50869631308	1835.10916549611	3.91398056971657	1841.32896201824	1497.18339317423	67.6261415003345	76.8329783807669	1973.09950043213	1915.72679618196	1674.54939708395	2197.56054227566	128.579740804542	1912.68900221015
2008.41802419913	68.5162797526338	763.589498354951	1864.58648500027	1981.36497970918	1459.42586492931	30.0128972227305	1140.30068403093	1.80988258526486	990.65467655289	1923.76869189896	32.2331342412327	1959.9972069567	1968.35665901236	275.724664065557	1886.64880359721	2317.56918642914	1718.26915231037	558.638229646199	1491.6866407094	1942.91692415263	1879.74952229152	1845.50854937183	1232.5111978237	1845.6474151489	1939.39794176247	1960.12089289753	13.5820010015855	1971.91949374081	1210.02185280207	1453.58385289879	1978.1606850007	760.043666976651	1665.83013218725	1843.57573735378	4.7731690747204	1852.12147817469	1853.06991728506	118.686671804619	88.7732841418826	1976.74232171839	1922.80254956514	1995.36333386718	2200.5244612745	128.579740804542	1913.20825094889
2008.62381171126	112.632264333278	1906.12121875903	1865.88833666158	1984.69882372881	1693.04111001496	329.137965043118	1303.61837472511	683.693771793133	1176.3298327232	1927.80065941829	43.5687735306159	1963.94383197091	1980.96682737845	469.164518669516	1887.62907408996	2322.62242888496	1874.45716970162	673.003892299543	1545.86418514519	1947.30030936931	1880.72901807569	1901.98589534987	1353.57511667045	1849.75673941932	1941.91111916086	1961.64792035995	15.9450840455556	1974.59996291513	1417.54625519876	1565.12084062773	1979.75103003208	1022.96041173394	1847.67136231048	1852.0402128962	5.63231819694126	1862.91040958728	1868.01248215147	327.81512701064	100.711577066924	1980.38514262643	1929.87843496385	1996.90189964729	2203.48838464961	128.579740804542	1913.72749981812
2008.8295992234	318.206707282672	1912.29580370454	1867.19009899853	1988.03342880908	1921.63697754514	917.636370505112	1464.78110604421	1639.31862983625	1359.46867080157	1931.83253997828	54.9000824856405	1967.89058591641	1993.58103957193	660.334962616174	1888.60937163205	2327.67602193574	1877.78115714691	786.516767361804	1599.82572008661	1951.684529296	1881.70854621341	1904.7395590884	1473.33409418308	1853.86466572099	1944.42425985824	1963.17480123892	18.3080337501946	1977.28100776957	1621.59343587359	1675.87420046496	1981.34144147004	1281.05365590569	1849.94036984905	1860.50258961059	442.146467248535	1873.69575066885	1882.94965335191	698.016471744458	112.647852914368	1984.02796315541	1936.95445226811	1998.44046531504	2206.45231239988	128.579740804542	1914.24674881397
2009.03538673553	521.190129681952	1918.46997986921	1868.49177199208	1991.36879451455	1938.60579881944	1482.0986627416	1623.72396848975	1966.41965533422	1539.98436157237	1935.86433277895	66.227052089437	1971.83746806794	2006.19928883346	849.155651569034	1889.58969621596	2332.72996536211	1881.10446521699	899.158982663363	1653.56908135399	1956.06958279825	1882.688106701	1907.49378979741	1591.75911273744	1857.97119300644	1946.93736384222	1964.70153547764	20.6708500364966	1979.962628024	1822.03069995102	1785.82833204193	1982.93191930095	1534.08930045061	1852.20934282289	1868.96286498331	920.776168029089	1884.47749582976	1897.88141994289	1059.36114809805	124.58210744051	1987.67078330559	1944.03060136822	1999.97903087139	2209.41624452322	128.579740804542	1914.76599793829
2009.24117424767	721.48570983607	1924.64374692651	1869.79335562424	1994.70492041019	1941.43156315488	1958.14791763855	1780.38085037424	1977.37119532462	1717.78829721592	1939.89603702322	77.5496733183955	1975.78447769921	2018.8215684061	1035.54449105844	1890.57004783915	2337.78425894493	1884.42709354881	1010.91243066845	1707.09209174174	1960.45546874205	1883.66769953308	1910.24858715926	1708.82077857749	1862.07632022787	1949.45043110151	1966.22812302301	23.0335328281397	1982.64482339473	1960.76033480686	1894.96745035404	1984.52246351088	1781.82647857222	1854.47828122275	1877.42103649999	1383.99904140564	1895.25563947807	1912.80777097788	1411.24957617074	136.514336400439	1991.31360307689	1951.10688215427	2001.51759631529	2212.38018101765	128.579740804542	1915.28524718941
2009.4469617598	918.994239025226	1930.81710455168	1871.09484987667	1998.04180606101	1944.256770246	1958.57344157411	1934.68446192537	1988.33227240988	1892.79012319067	1943.92765191571	88.8679371408926	1979.73161408441	2031.44787153527	1219.41764162317	1891.55042649356	2342.83890246395	1887.74904177717	1121.75876899481	1760.39256106242	1964.84218599348	1884.6473247056	1913.00395084972	1790.21701979636	1866.18004633696	1951.96346162525	1967.75456382236	961.671621963582	1985.32759360077	1976.47399622005	2003.27558669252	1986.1130740863	1965.8164933365	1856.74718503938	1885.8771016453	1830.44758079367	1906.03017601869	1927.72869550466	1753.05619771596	148.44453554723	1994.95642246903	1958.18329451656	2003.05616164681	2215.34412188247	128.579740804542	1915.80449656935
2009.65274927194	1113.61412609807	1936.99005241901	1872.39625473048	2001.37945103214	1947.08141976032	1958.9989656281	1968.10537560687	1999.30286613711	2000.21544908504	1947.9591766577	100.181834517991	1983.67887649792	2044.07819146892	1400.68953248331	1892.53083217316	2347.89389570034	1891.07030953871	1231.67942133972	1813.46828619829	1969.22973341854	1885.62698221244	1915.75988055	1795.70243104947	1870.28237028516	1954.47645540318	1969.28085782239	2031.99713625762	1988.01093835991	1992.18045698695	2065.7563251733	1987.70375101282	1967.94338433483	1859.0160542617	1894.33105790312	1939.41804913723	1916.80109985419	1942.64418256586	1974.92370000683	428.801133403658	1998.59924148165	1965.25983834529	2004.59472686428	2218.30806711615	128.579740804542	1916.32374607818
2009.85853678407	1305.24141368163	1943.16259020293	1873.69757016735	2004.71785488877	1949.90551136556	1959.42448981012	1973.68398947426	2010.28295607285	2003.33786854945	1951.99061045322	111.491356402887	1987.6262642137	2056.71252145748	1579.27288455553	1893.51126487221	2352.94923843402	1894.39089646837	1340.65557883156	1866.31705115842	1973.61810988338	1886.60667205175	1918.5163759376	1801.18878844628	1874.38329102332	1956.98941242332	1970.80700496813	2037.06867862011	1990.69485739083	2007.87970098633	2103.7246763314	1989.29449427716	1970.07027695326	1861.28488888281	1902.78290275637	1949.84644368647	1927.56840538452	1957.5542211995	1985.19032406515	883.568636316232	2002.24206011473	1972.33651353059	2006.13329196964	2221.27201671687	128.579740804542	1916.84299571293
2010.0643242962	1493.76980726602	1949.33471757809	1874.99879616941	2008.05701719636	1952.72904472756	1959.85001410542	1979.26033621164	2021.27252180203	2006.46090260535	1956.02195250517	122.796493741386	1991.57377650586	2069.35085475393	1751.69200779191	1894.49172458409	2358.00493044596	1897.71080220278	1448.66820183507	1918.93662714368	1978.00731425401	1887.58639421724	1921.27343669339	1806.67609127539	1878.48280750215	1959.50233267619	1972.33300520627	2042.13957846547	1993.37935041134	2023.57171208594	2141.66269510271	1990.88530386532	1972.19717118763	1863.55368889162	1911.23263368726	1960.27512253411	1938.33208700691	1972.45880043784	1995.45420111003	1324.39876889238	2005.8848783681	1979.41331996264	2007.67185696046	2224.23597068345	595.603902157449	1917.36224547756
2010.27011180834	1679.09071846399	1955.50643421854	1876.29993271729	2020.48828771472	1955.55201951415	1960.27553852154	1984.83441361657	2032.27154292891	2009.58455094158	1960.05320201669	134.097237471481	1995.52141264862	2081.9931846136	1756.02969605458	1895.4722113026	2363.06097151669	1901.03002637618	1555.69802223085	1971.32477261764	1982.39734539682	1888.56614870446	1924.03106249538	1812.1643388229	1882.58091867175	1962.01521615059	1973.85885848435	2047.2098342016	1996.0644171404	2039.25647414277	2179.57020618032	1992.47617976346	1974.32406703738	1871.09329362868	1919.68024817696	1970.70408534135	1949.09213911603	1987.3579093081	2005.71532722724	1750.13527079091	2009.52769624148	1986.49025753161	2009.21042183809	2227.19992901434	1162.61430292943	1917.88149536917
2010.47589932047	1814.92406284771	1961.67773979894	1877.60097979322	2037.83954567963	1958.37443539107	1960.70106305097	1990.40621948513	2042.66229379183	2012.70881325104	1964.08435819054	145.393578523559	1996.85115895291	2094.6395042943	1760.36890053935	1896.45272502089	2368.11736142666	1904.34856862431	1661.72554619806	2023.4792333856	1986.78820217809	1889.545935509	1926.7892530239	1817.65353037645	1886.67762348191	1964.52806283582	1975.3845647476	2052.27944423344	1998.75005729589	2054.9339710037	2217.44703400508	1994.06712195763	1976.45096450414	1879.1452189884	1928.12574370593	1981.13333177005	1959.8485561038	2002.25153683228	2015.97369850034	1949.75737640551	2013.17051373494	1993.5673261278	2010.7489866029	2230.1638917079	1704.57318081596	1918.40074538879
2010.68168683261	1821.25149329713	1967.84863399359	1878.90193737837	2078.76428635111	1961.19629202578	1961.12658769965	1995.97575161408	2052.67829143652	2015.83368922599	1968.11542023025	388.163253706056	1998.00273061864	2107.28980705635	1764.70962008231	1897.43326573376	2373.17409995641	1907.66642858251	1766.73105752217	2075.39774267999	1991.17988346405	1890.52575462651	1929.54800795836	1823.14366522182	1890.77292088214	1967.04087272099	1976.9101239424	2057.34840696702	2001.43627059663	2070.60418650524	2255.29300276209	1995.65813043404	1978.57786358557	1887.19549202529	1936.5691177538	1991.56286148149	1970.60133235968	2013.37018951365	2026.2293110114	1959.19038321333	2016.81333084817	2000.64452564139	2012.28755125397	2233.12785876283	1959.90343852193	1918.91999553699
2010.88747434474	1827.57728653722	1974.01911647687	1880.20280545439	2119.72907098249	1964.01758908499	1961.55211246558	2001.54300779782	2062.69322454125	2018.95917855706	1972.14638733854	851.164588950974	1999.15441190154	2119.94408616245	1769.05185350026	1898.41383343406	2378.23118688662	1910.98360588547	1870.69462145753	2127.07802125415	1995.57238812135	1891.50560605241	1932.3073269777	1828.63474264627	1894.86680982134	1969.55364579549	1978.43553601607	2062.41672080867	2004.12305676148	2086.26710447362	2293.10793637799	1997.24920517889	1980.7047642816	1895.24411098106	1945.01036779913	2001.99267413738	1981.35046227035	2020.47337684566	2036.48216084118	1968.62335989254	2020.45614758092	2007.72185596249	2013.82611579223	2236.0918301775	2037.52998982349	1919.43924581196
2011.09326185688	1833.90144102166	1980.18918692293	1881.50358400283	2160.73367444357	1966.83832623512	1961.97763734902	2007.10798583011	2072.70709177221	2022.0852809354	1976.17725871867	1299.74857936517	2000.30620278359	2132.60233487779	1773.39559961152	1899.3944281159	2383.28862199793	1914.30010016898	1886.30230722477	2178.51777748293	1999.96571501632	1892.48548978219	1935.06720976193	1834.12676193671	1898.95928924826	1972.51217530009	1979.96080091436	2067.48438416466	2006.81041550841	2101.92270872454	2330.89165851754	1998.84034617831	1982.83166659228	1903.29107409755	1953.44949131981	2012.42276939922	1992.09594021984	2027.58071382348	2046.7322440689	1978.05630640714	2024.09896393326	2014.79931698134	2015.36468021688	2239.05580595046	2115.2072393241	1919.95849621546
2011.29904936901	1840.22395520753	1986.35884500617	1882.80427300494	2201.77787189429	1969.6585031427	1962.40316234822	2012.67068350325	2082.71989179536	2025.21199605332	1980.20803357347	1732.68434652613	2001.45810323803	2145.26454647002	1777.74085723412	1900.37504977356	2388.34640507101	1917.61591106734	1891.00463318138	2229.71470747202	2004.35986301551	1893.46540581022	1937.82765599063	1839.61972238039	1903.05035811099	1980.0687599956	1981.48591858356	2072.55139544083	2009.49834655708	2117.57098306354	2368.64399258107	2000.43155341863	1984.95857051727	1911.33637961679	1961.88648579285	2022.8531469285	2002.8377605896	2034.69219499832	2056.97955677255	1987.48922272241	2027.74177990485	2021.87690858814	2040.52585994161	2242.01978608044	2192.93472393797	1920.47774674725
2011.50483688115	1846.54482755068	1992.52809040072	1884.10487244267	2242.86143878295	1975.9993405265	1962.82868746604	2018.2310986087	2092.73162327737	2028.33932360206	1984.23871110626	1978.05021185248	2002.6101132453	2168.14653544024	1782.08762518711	1901.35569839979	2393.40453588639	1920.93103821565	1895.70834380149	2258.16207888781	2008.75483098562	1894.44535413361	1940.58866534336	1845.1136232648	1907.14001535753	1987.62154400294	1983.01088897041	2077.6177530433	2012.18684962541	2133.21191128569	2406.36476170116	2002.02282688593	1987.08547605561	1919.38002577907	1970.32134869436	2033.28380638669	2013.57591775849	2041.80781492777	2067.22409502857	1996.92210880332	2031.38459549547	2028.95463067305	2066.38122207118	2244.9837705657	2239.07928024113	1920.99699740621
2011.71062439328	1852.86405650679	1998.69692278082	1885.40538229748	2283.98415084422	1985.7586287585	1963.25421270017	2023.78922893657	2102.74228488449	2031.4672632733	1988.2692905198	1988.22867686626	2003.76223277884	2192.74827917101	1786.43590228953	1902.33637398866	2398.46301422482	1924.2454812488	1900.41343803996	2265.23351080944	2013.15061779331	1901.82329264257	1946.53166775502	1850.6084638772	1911.22825993524	1999.10658934329	2064.48329897022	2082.68345537816	2014.87592443298	2148.84547717573	2444.05378873999	2003.61416656632	1989.21238320693	1927.42201082535	1978.75407749958	2043.71474743542	2024.3104061027	2048.92756817089	2077.4658549121	2011.51579334912	2035.02741070518	2036.03248312631	2092.24126661121	2247.94775940479	2253.82559624981	1921.51624819355
2011.91641190541	1859.18164053088	2004.86534182067	1886.7058025506	2325.1457840965	1995.51024181091	1971.37964830452	2029.34507227602	2112.75187528219	2034.59581475894	1992.29977101733	1998.40636093374	2037.67301927286	2217.34986139146	1790.78568736105	1903.31707653461	2403.52183986702	1927.55923980126	1905.11991485157	2272.30672737528	2017.54722230519	1917.77717445116	1956.49866663325	1856.10424350531	1915.31509079122	2059.71089199358	2226.52078165805	2087.74850085115	2017.56557069827	2164.47166450803	2481.71089628649	2005.20557244602	1991.33929197141	1935.46233299573	1987.1846696829	2054.14596973615	2035.04121999568	2056.05144929232	2087.70483249647	2068.52187750925	2038.67022553361	2043.11046583806	2118.10597858424	2250.91175259624	2268.55861123013	1922.03549910849
2012.12219941755	1865.49757807707	2011.03334719427	1888.00613318398	2366.34611483884	2005.25416598721	1986.02546670065	2034.89862641502	2122.76039313649	2037.72497775044	1996.94168813046	2008.58326311379	2157.69305148384	2241.95128162132	1795.13697922182	1904.29780603051	2408.58101259352	1930.87231350767	1909.82777319097	2279.38172682784	2021.94464338826	1933.7234484151	1966.45911680874	1861.60096143676	1919.40050687216	2120.37595016172	2390.22340792408	2092.81288786832	2020.25578814065	2180.09045704651	2519.3359066534	2006.7970445111	1993.46620234873	1943.50099053012	1995.61312271788	2064.57747295038	2045.76835380837	2063.17945285903	2097.941023854	2125.60262713598	2042.31303998059	2050.18857869858	2143.97534301523	2275.27838601909	2283.27829268327	1922.55475015174
2012.32798692968	1871.81186759951	2017.20093857587	1889.30637417882	2407.58491964859	2014.99038757764	2000.65416933587	2040.4498891405	2132.76783711272	2040.85475194003	2002.67066884169	2018.75938246656	2278.20985580129	2266.55253938092	1799.48977669216	1905.27856247056	2413.64053218525	1934.18470200268	1914.53701201271	2286.45850740616	2026.34287990927	1949.66209745164	1976.41300739886	1867.09861695962	1923.48450712439	2181.10130676427	2555.54651722455	2097.8766148353	2022.94657647907	2195.7018385448	2556.92864187492	2008.38858274806	1995.59311433769	1951.53798166745	2004.03943407723	2075.00925673973	2056.49180190905	2070.31157344191	2108.1744250555	2182.75609020465	2045.95585404613	2057.26682159795	2169.84934493186	2313.03490881829	2297.98460807059	1923.07400132249
2012.53377444182	1878.12450755142	2023.3681156394	1890.60652551671	2448.8619753781	2024.71889285978	2015.26571045823	2045.99885823817	2142.77420587628	2043.98513701957	2008.40015896783	2028.93471805107	2399.2149918066	2291.1536341902	1828.50150541341	1906.25934584835	2418.70039842285	1937.49640492053	1919.24763027319	2293.53706735214	2030.7419307352	1965.59310446695	1986.36032751339	1872.59720936183	1931.63583342095	2241.88650517264	2711.92023662542	2102.93968015786	2025.63793543266	2211.30579274613	2594.48892370367	2017.86693568797	1997.72002793842	1959.57330464687	2012.46360123274	2085.44132076565	2067.21155866332	2077.44780561516	2118.40503217014	2239.98031552978	2049.59866773002	2064.34519442634	2195.72796936392	2350.85934105994	2312.67752481323	1933.47259324628
