time	distance_tree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001.42124878656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001.62703629869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7727989508183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001.83282381083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5457590055866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002.03861132296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.3188796278208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002.2443988351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50386926808059	79.0921602821002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002.45018634723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03949186632161	98.8656004327794	0	0	0	0	0	0	0	0	0	0	0	100.800914554109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002.65597385937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57498276391494	118.639199544276	0	0	0	0	0	0	0	0	0	0	4.08654796575056	308.680317337988	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002.8617613715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11034192901316	138.412957080835	0	0	0	0	0	0	0	0	0	0	13.8680216824866	514.129032764678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.06754888364	0	0	0	119.784499207167	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6455693250293	158.186872506775	0	0	0	0	0	0	0	0	0	0	23.6498759217471	717.051339135958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.27333639577	0	0	0	320.73205163611	0	0	0	0	0	0	0	0	0	0	0	0	0	9.18066491605799	177.960945286296	0	0	0	0	0	0	0	0	0	0	33.432110061842	917.351160809127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.4791239079	0	0	0	519.213014504559	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7156286625782	197.73517488368	0	0	0	0	0	0	0	0	0	0	43.2147234811175	1114.93032983911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.68491142004	0	0	0	715.137359504568	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2504605303414	217.509560763049	0	0	0	0	0	0	0	0	0	0	52.9977155577886	1309.68845986181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.89069893217	0	0	0	908.412879021138	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7851604818543	228.9649462973	0	0	0	0	0	0	0	0	0	0	62.7810856701314	1501.52293490016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004.09648644431	0	0	0	1098.94518928557	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3197284812363	228.9649462973	0	0	0	0	0	0	0	0	0	0	72.5648331966948	1690.32892936655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004.30227395644	0	0	5.71895246525004	1286.63774355708	0	0	0	0	0	0	0	0	0	0	0	0	0	16.854164490528	228.9649462973	0	0	0	0	0	0	0	0	0	0	82.3489575160235	1875.99944730343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004.50806146858	0	0	441.951752662418	1471.39185639027	0	0	0	0	0	0	0	59.661695660129	0	0	0	0	0	18.3884684749704	228.9649462973	0	0	0	0	0	0	0	0	0	0	92.1334580064495	1942.73602470009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004.71384898071	0	0	1119.39833629575	1653.10674010669	0	0	0	0	0	0	0	322.037657754638	0	0	0	0	0	19.9226403954163	228.9649462973	20.2663990881863	0	0	0	0	0	0	0	0	0	101.918334046573	1943.11572106457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004.91963649284	0	0	1762.61076623235	1831.67955461589	0	0	0	0	0	0	0	580.434677420866	0	0	0	0	0	21.4566802172595	231.117889301618	44.5723695108611	0	0	0	0	0	0	0	0	0	111.703585014916	1943.49547446958	0	0	0.682808751600312	0	0	0	0	0	0	0	0	0	0	0
2005.12542400498	0	0	1830.78661203854	1926.67108549291	0	0	0	0	0	0	0	834.659594759328	0	0	0	0	0	22.9905879024285	271.874845629591	68.8970870178179	0	0	0	0	0	0	0	0	0	121.489210290073	1943.87528487537	0	0	1.87828103408494	0	0	0	0	0	0	0	0	0	0	0
2005.33121151711	0	0	1831.18982614052	1926.83320059778	0	0	0	0	0	0	0	1084.51326080413	0	0	0	0	0	24.5243634147005	317.431860365535	93.2404695465102	0	0	0	787.648988568185	0	0	0	0	0	131.275209250682	1944.25515224224	0	0	3.07380740087009	0	0	0	0	0	0	0	0	0	0	0
2005.53699902925	0	0	1831.59312928748	1926.99558872402	0	0	0	0	0	0	0	1329.79053037667	0	0	0.497915291721061	0	0	26.05800671759	365.914811585152	149.877270294683	0	0	0	1785.74128366123	0	0	0	0	0	141.061581275374	1944.6350765305	0	0	4.26938784279705	0	0	0	0	0	0	0	0	0	0	271.342865381248
2005.74278654138	0	0	1831.99652142359	1927.15824980072	0	0	0	0	0	0	0	1570.28030264806	0	0	2.81820741442484	0	0	27.5915177742527	416.226219713555	498.947447158188	0	0	0	1789.84893712724	0	0	0	0	0	150.848325742823	1945.01505770048	0	0	5.46502234647575	0	0	0	0	0	0	0	0	0	0	646.387024006687
2005.94857405352	0	0	1832.40000249302	1927.32118375687	0	0	0	0	0	0	0	1805.76561590317	1.10054058902923	0	5.13880311670443	0	0	29.1248965480393	467.707725845289	866.373055840099	0	0	0	1793.95490684209	0	0	0	0	0	160.635442031773	1945.39509571253	0	0	6.66071090622435	0	0	0	0	0	0	0	0	0	0	1012.01075271608
