node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
100,101,Africa,Africa,4.51354625070411,4.51354625070411,0,1993.51972296458,1998.03326921528
100,105,Africa,Africa,4.2916775334596,4.2916775334596,0,1993.51972296458,1997.81140049804
101,102,Africa,Africa,0.15994239269293,4.67348864339704,4.51354625070411,1998.03326921528,1998.19321160798
102,95,Africa,Africa,0.602812777441521,5.27630142083856,4.67348864339704,1998.19321160798,1998.79602438542
105,106,Africa,Africa,4.82216933146948,9.11384686492908,4.2916775334596,1997.81140049804,2002.63356982951
106,107,Africa,Africa,1.98533123308506,11.0991780980141,9.11384686492908,2002.63356982951,2004.61890106259
107,197,Africa,Africa,0.162825727848094,11.2620038258622,11.0991780980141,2004.61890106259,2004.78172679044
197,93,Africa,Africa,0.37418534944802,11.6361891753103,11.2620038258622,2004.78172679044,2005.15591213989
107,108,Africa,Georgia,2.03331205350956,13.1324901515237,11.0991780980141,2004.61890106259,2006.6522131161
108,109,Georgia,Georgia,0.0304299864904891,13.1629201380142,13.1324901515237,2006.6522131161,2006.68264310259
109,91,Georgia,Georgia,0.647222813833125,13.8101429518473,13.1629201380142,2006.68264310259,2007.32986591643
101,96,Africa,Africa,9.33307938595837,13.8466256366625,4.51354625070411,1998.03326921528,2007.36634860124
109,110,Georgia,Georgia,1.06255085620251,14.2254709942167,13.1629201380142,2006.68264310259,2007.7451939588
110,111,Georgia,Georgia,1.30092712240851,15.5263981166252,14.2254709942167,2007.7451939588,2009.04612108121
105,94,Africa,Africa,13.7132796041622,18.0049571376218,4.2916775334596,1997.81140049804,2011.5246801022
111,112,Georgia,Ukraine,3.50648735452494,19.0328854711501,15.5263981166252,2009.04612108121,2012.55260843573
102,103,Africa,Africa,14.3924271243916,19.0659157677887,4.67348864339704,1998.19321160798,2012.58563873237
112,113,Ukraine,Lithuania,0.479810759783348,19.5126962309335,19.0328854711501,2012.55260843573,2013.03241919551
108,114,Georgia,Ukraine,6.72844336542699,19.8609335169507,13.1324901515237,2006.6522131161,2013.38065648153
114,115,Ukraine,Ukraine,0.0045368394910259,19.8654703564417,19.8609335169507,2013.38065648153,2013.38519332102
113,87,Lithuania,Lithuania,1.02237532503427,20.5350715559678,19.5126962309335,2013.03241919551,2014.05479452055
115,116,Ukraine,Ukraine,0.898245111949322,20.763715468391,19.8654703564417,2013.38519332102,2014.28343843297
115,165,Ukraine,Ukraine,1.28153871250734,21.1470090689491,19.8654703564417,2013.38519332102,2014.66673203353
114,170,Ukraine,Ukraine,1.69521927064583,21.5561527875965,19.8609335169507,2013.38065648153,2015.07587575218
112,89,Ukraine,Poland,2.53232307111877,21.5652085422689,19.0328854711501,2012.55260843573,2015.08493150685
116,117,Ukraine,Poland,0.957762510880552,21.7214779792716,20.763715468391,2014.28343843297,2015.24120094385
117,119,Poland,Poland,0.168480118441101,21.8899580977127,21.7214779792716,2015.24120094385,2015.40968106229
119,120,Poland,Poland,0.0272960244363523,21.917254122149,21.8899580977127,2015.40968106229,2015.43697708673
116,124,Ukraine,Ukraine,1.42616974281046,22.1898852112015,20.763715468391,2014.28343843297,2015.70960817578
124,125,Ukraine,Ukraine,0.113482563765007,22.3033677749665,22.1898852112015,2015.70960817578,2015.82309073955
170,171,Ukraine,Ukraine,0.749824144905165,22.3059769325017,21.5561527875965,2015.07587575218,2015.82569989708
106,1,Africa,Africa,13.2856037584683,22.3994506233974,9.11384686492908,2002.63356982951,2015.91917358798
171,172,Ukraine,Moldova,0.174015096204716,22.4799920287064,22.3059769325017,2015.82569989708,2015.99971499329
119,121,Poland,Poland,0.743322474585474,22.6332805722982,21.8899580977127,2015.40968106229,2016.15300353688
125,126,Ukraine,Ukraine,0.419847171294299,22.7232149462608,22.3033677749665,2015.82309073955,2016.24293791084
171,173,Ukraine,Ukraine,0.430636575596501,22.7366135080982,22.3059769325017,2015.82569989708,2016.25633647268
121,122,Poland,Poland,0.109371384064775,22.7426519563629,22.6332805722982,2016.15300353688,2016.26237492094
165,166,Ukraine,Ukraine,1.71921523842004,22.8662243073691,21.1470090689491,2014.66673203353,2016.38594727195
173,174,Ukraine,Ukraine,0.144336139942952,22.8809496480411,22.7366135080982,2016.25633647268,2016.40067261262
125,152,Ukraine,Lithuania,0.646442125362245,22.9498099003287,22.3033677749665,2015.82309073955,2016.46953286491
122,123,Poland,Poland,0.258137810949849,23.0007897673128,22.7426519563629,2016.26237492094,2016.52051273189
123,21,Poland,Poland,0.0833124047188551,23.0841021720316,23.0007897673128,2016.52051273189,2016.60382513661
123,20,Poland,Poland,0.0860446451562087,23.086834412469,23.0007897673128,2016.52051273189,2016.60655737705
117,118,Poland,Poland,1.39572386974169,23.1172018490133,21.7214779792716,2015.24120094385,2016.63692481359
152,153,Lithuania,Lithuania,0.241506869117231,23.191316769446,22.9498099003287,2016.46953286491,2016.71103973403
122,23,Poland,Poland,0.480794477963958,23.2234464343269,22.7426519563629,2016.26237492094,2016.74316939891
126,127,Ukraine,Poland,0.52952284297004,23.2527377892308,22.7232149462608,2016.24293791084,2016.77246075381
120,24,Poland,Poland,1.64247496806517,23.5597290902142,21.917254122149,2015.43697708673,2017.07945205479
118,26,Poland,Poland,0.475403953529675,23.592605802543,23.1172018490133,2016.63692481359,2017.11232876712
152,157,Lithuania,Kaliningrad,0.653087513035365,23.6028974133641,22.9498099003287,2016.46953286491,2017.12262037794
157,158,Kaliningrad,Kaliningrad,0.0155029190558889,23.61840033242,23.6028974133641,2017.12262037794,2017.138123297
