node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
100,101,Africa,Africa,3.53417726376257,3.53417726376257,0,1991.65769110843,1995.1918683722
100,105,Africa,Africa,2.34749318983524,2.34749318983524,0,1991.65769110843,1994.00518429827
101,102,Africa,Africa,0.496280093407403,4.03045735716998,3.53417726376257,1995.1918683722,1995.6881484656
102,95,Africa,Africa,2.95420113316602,6.984658490336,4.03045735716998,1995.6881484656,1998.64234959877
105,106,Africa,Africa,8.08582067420491,10.4333138640401,2.34749318983524,1994.00518429827,2002.09100497247
106,107,Africa,Africa,2.2451431449878,12.6784570090279,10.4333138640401,2002.09100497247,2004.33614811746
107,108,Africa,Africa,0.420097118276605,13.0985541273046,12.6784570090279,2004.33614811746,2004.75624523574
108,93,Africa,Africa,0.590075797058606,13.6886299243632,13.0985541273046,2004.75624523574,2005.3463210328
108,109,Africa,Georgia,2.10778006908703,15.2063341963916,13.0985541273046,2004.75624523574,2006.86402530483
109,110,Georgia,Georgia,0.357935248058588,15.5642694444502,15.2063341963916,2006.86402530483,2007.22196055288
110,91,Georgia,Georgia,0.0241652712300837,15.5884347156803,15.5642694444502,2007.22196055288,2007.24612582411
101,96,Africa,Africa,12.3268453948109,15.8610226585735,3.53417726376257,1995.1918683722,2007.51871376701
109,194,Georgia,Georgia,1.53921886860742,16.745553064999,15.2063341963916,2006.86402530483,2008.40324417343
194,195,Georgia,Ukraine,1.90633689366982,18.6518899586688,16.745553064999,2008.40324417343,2010.3095810671
110,111,Georgia,Ukraine,3.92433956188711,19.4886090063373,15.5642694444502,2007.22196055288,2011.14630011477
105,94,Africa,Africa,17.3450188584677,19.692512048303,2.34749318983524,1994.00518429827,2011.35020315674
111,112,Ukraine,Ukraine,0.44448266647845,19.9330916728157,19.4886090063373,2011.14630011477,2011.59078278125
112,145,Ukraine,Ukraine,0.93933393616798,20.8724256089837,19.9330916728157,2011.59078278125,2012.53011671742
145,159,Ukraine,Ukraine,0.0697987858674427,20.9422243948512,20.8724256089837,2012.53011671742,2012.59991550328
112,113,Ukraine,Ukraine,1.01489673924827,20.947988412064,19.9330916728157,2011.59078278125,2012.6056795205
195,196,Ukraine,Ukraine,2.29765207095763,20.9495420296264,18.6518899586688,2010.3095810671,2012.60723313806
113,135,Ukraine,Ukraine,0.137867392532037,21.085855804596,20.947988412064,2012.6056795205,2012.74354691303
196,197,Ukraine,Lithuania,0.513832601129391,21.4633746307558,20.9495420296264,2012.60723313806,2013.12106573919
135,136,Ukraine,Ukraine,0.562655952826614,21.6485117574226,21.085855804596,2012.74354691303,2013.30620286586
159,160,Ukraine,Ukraine,1.13889579848771,22.0811201933389,20.9422243948512,2012.59991550328,2013.73881130177
135,142,Ukraine,Ukraine,1.07411652473299,22.159972329329,21.085855804596,2012.74354691303,2013.81766343776
197,87,Lithuania,Lithuania,0.933728781358697,22.3971034121145,21.4633746307558,2013.12106573919,2014.05479452055
136,137,Ukraine,Armur,0.75680808962343,22.4053198470461,21.6485117574226,2013.30620286586,2014.06301095548
102,103,Africa,Africa,18.6998657800504,22.7303231372204,4.03045735716998,1995.6881484656,2014.38801424565
160,161,Ukraine,Poland,1.03396889811004,23.1150890914489,22.0811201933389,2013.73881130177,2014.77278019988
113,114,Ukraine,Ukraine,2.21668245311609,23.1646708651801,20.947988412064,2012.6056795205,2014.82236197361
161,162,Poland,Poland,0.265864227677063,23.380953319126,23.1150890914489,2014.77278019988,2015.03864442756
114,115,Ukraine,Serbia,0.220891885509155,23.3855627506892,23.1646708651801,2014.82236197361,2015.04325385912
196,89,Ukraine,Poland,2.47769836878925,23.4272403984157,20.9495420296264,2012.60723313806,2015.08493150685
145,146,Ukraine,Lithuania,2.6663781460099,23.5388037549936,20.8724256089837,2012.53011671742,2015.19649486343
159,168,Ukraine,Ukraine,2.67016639276398,23.6123907876151,20.9422243948512,2012.59991550328,2015.27008189605
