715134;Hungary;#FDD884;2020.90163934426;#005D54
628478;Lithuania;#DCF199;2021.05479452055;#005950
543947;Belgium;#9E0142;2021.10684931507;#005950
306192;Russia;#4DA7B0;2021.13150684931;#005950
306191;Russia;#4DA7B0;2021.14246575342;#005950
306190;Russia;#4DA7B0;2021.29589041096;#00554B
899193;Germany;#FDB164;2021.29589041096;#00554B
681419;Poland;#7BCAA4;2021.29863013699;#00554B
722600;Czechia;#E55748;2021.32328767123;#00554B
722599;Moldova;#AFDEA3;2021.34246575342;#00554B
536725;Belgium;#9E0142;2021.35616438356;#00554B
939589;Poland;#7BCAA4;2021.4904109589;#005046
939588;Poland;#7BCAA4;2021.52602739726;#005046
939587;Poland;#7BCAA4;2021.53698630137;#005046
939586;Poland;#7BCAA4;2021.53698630137;#005046
939585;Poland;#7BCAA4;2021.56438356164;#005046
939584;Poland;#7BCAA4;2021.56712328767;#005046
939583;Poland;#7BCAA4;2021.5698630137;#005046
605386;Italy;#FEF3AB;2021.57260273973;#005046
376273;Germany;#FDB164;2017.62191780822;#3C9C94
376272;Germany;#FDB164;2017.8301369863;#35978F
376271;Germany;#FDB164;2017.53698630137;#44A199
376268;Germany;#FDB164;2018.17260273973;#2F928A
376267;Germany;#FDB164;2018.64383561644;#258880
376266;Germany;#FDB164;2022.17808219178;#004439
376265;Germany;#FDB164;2022.00821917808;#00483D
376264;Germany;#FDB164;2022.18904109589;#004439
376263;Germany;#FDB164;2022.0904109589;#00483D
376262;Germany;#FDB164;2007.5;#EFDCAD
376261;Germany;#FDB164;1998.5;#543005
376260;Germany;#FDB164;2011.5;#E7F1F0
376259;Germany;#FDB164;2015.5;#80CDC1
376258;Germany;#FDB164;2019.5;#157971
376257;Germany;#FDB164;2005.5;#D8B46D
376256;Germany;#FDB164;2011.5;#E7F1F0
376255;Germany;#FDB164;2022.18356164384;#004439
376254;Germany;#FDB164;2022.47123287671;#004034
376253;Germany;#FDB164;2022.24383561644;#004439
376252;Germany;#FDB164;2022.24931506849;#004439
376251;Germany;#FDB164;2022.44383561644;#004034
376250;Germany;#FDB164;2022.4602739726;#004034
108571;Italy;#FEF3AB;2022.58904109589;#004034
799941;Russia;#4DA7B0;2022.32054794521;#004439
966721;Russia;#4DA7B0;2022.41643835616;#004034
966720;Russia;#4DA7B0;2022.39726027397;#004034
966719;Russia;#4DA7B0;2022.32602739726;#004439
966718;Russia;#4DA7B0;2022.56164383562;#004034
966717;Russia;#4DA7B0;2021.53698630137;#005046
966716;Russia;#4DA7B0;2019.6301369863;#10746C
966715;Russia;#4DA7B0;2020.02459016393;#066A62
966714;Russia;#4DA7B0;2019.6904109589;#10746C
Ukra24;Ukraine;#5E4FA2;2022.63835616438;#003C30
Ukra20;Ukraine;#5E4FA2;2017.08493150685;#53ACA3
Ukra12;Ukraine;#5E4FA2;2020.56010928962;#006159
Ukra10;Ukraine;#5E4FA2;2018.67671232877;#258880
Ukra23;Ukraine;#5E4FA2;2018.49589041096;#2A8D85
