0696S3;Lithuania;#DCF199;2015.08493150685;#8ED2C8
32G2S1;Lithuania;#DCF199;2016.60382513661;#5AB2A8
98P1G1;Lithuania;#DCF199;2016.60655737705;#5AB2A8
81G2S1;Lithuania;#DCF199;2016.60655737705;#5AB2A8
85G2S1;Lithuania;#DCF199;2016.74316939891;#5AB2A8
05G2S1;Lithuania;#DCF199;2017.07945205479;#53ACA3
74GSV1;Lithuania;#DCF199;2017.11232876712;#4BA79E
4GSV11;Lithuania;#DCF199;2017.15068493151;#4BA79E
335GS2;Lithuania;#DCF199;2017.5;#44A199
90P1G1;Lithuania;#DCF199;2017.5;#44A199
479889;Africa;gray80;2018.5;#2A8D85
672342;Africa;gray80;2019.84657534247;#0B6F67
718533;Africa;gray80;2018.66575342466;#258880
718534;Africa;gray80;2018.6904109589;#258880
718535;Africa;gray80;2017.5;#44A199
781308;Africa;gray80;2007.5;#EFDCAD
781309;Africa;gray80;2020.68306010929;#006159
781310;Africa;gray80;2018.3095890411;#2A8D85
781311;Africa;gray80;2017.5;#44A199
781312;Africa;gray80;2019.2301369863;#1B7E76
781313;Africa;gray80;2019.65753424658;#10746C
434234;Africa;gray80;2019.65479452055;#10746C
V-SY18;China;#C82F4C;2019.63561643836;#10746C
J-2018;China;#C82F4C;2017.84931506849;#35978F
460730;Italy;#FEF3AB;2018.51506849315;#2A8D85
460731;Italy;#FEF3AB;2018.59726027397;#258880
460732;Italy;#FEF3AB;2018.50136986301;#2A8D85
460733;Italy;#FEF3AB;2018.47945205479;#2A8D85
460734;Italy;#FEF3AB;2018.51232876712;#2A8D85
460735;Italy;#FEF3AB;2018.57534246575;#258880
460736;Italy;#FEF3AB;2018.59726027397;#258880
460737;Italy;#FEF3AB;2019.36164383562;#157971
460738;Italy;#FEF3AB;2014.05479452055;#AADED6
460739;Italy;#FEF3AB;2019.01643835616;#20837B
460740;Italy;#FEF3AB;2019.45753424658;#157971
460741;Italy;#FEF3AB;2019.51506849315;#10746C
660695;Serbia;#3C7AB6;2019.52602739726;#10746C
660696;Serbia;#3C7AB6;2019.52602739726;#10746C
660697;Serbia;#3C7AB6;2019.54520547945;#10746C
660698;Serbia;#3C7AB6;2019.59178082192;#10746C
660699;Serbia;#3C7AB6;2018.04109589041;#35978F
863253;Latvia;#F5FBAF;2019.02191780822;#1B7E76
682468;Georgia;#F6814C;2019.07397260274;#1B7E76
847623;Poland;#7BCAA4;2022.5;#004034
459800;Russia;#4DA7B0;2022;#00483D
847622;Poland;#7BCAA4;2020.71857923497;#005D54
847621;Poland;#7BCAA4;2020.7650273224;#005D54
847620;Poland;#7BCAA4;2020.87431693989;#005D54
